action_type,author.badges.0.icons.0.id,author.badges.0.icons.0.url,author.badges.0.icons.1.height,author.badges.0.icons.1.id,author.badges.0.icons.1.url,author.badges.0.icons.1.width,author.badges.0.icons.2.height,author.badges.0.icons.2.id,author.badges.0.icons.2.url,author.badges.0.icons.2.width,author.badges.0.title,author.id,author.images.0.id,author.images.0.url,author.images.1.height,author.images.1.id,author.images.1.url,author.images.1.width,author.images.2.height,author.images.2.id,author.images.2.url,author.images.2.width,author.name,emotes.0.id,emotes.0.images.0.id,emotes.0.images.0.url,emotes.0.images.1.height,emotes.0.images.1.id,emotes.0.images.1.url,emotes.0.images.1.width,emotes.0.images.2.height,emotes.0.images.2.id,emotes.0.images.2.url,emotes.0.images.2.width,emotes.0.is_custom_emoji,emotes.0.name,emotes.0.search_terms.0,emotes.0.search_terms.1,emotes.0.search_terms.2,emotes.0.search_terms.3,emotes.0.search_terms.4,emotes.0.shortcuts.0,emotes.0.shortcuts.1,emotes.0.shortcuts.2,emotes.0.shortcuts.3,emotes.0.shortcuts.4,emotes.0.shortcuts.5,emotes.0.shortcuts.6,emotes.0.shortcuts.7,emotes.1.id,emotes.1.images.0.id,emotes.1.images.0.url,emotes.1.images.1.url,emotes.1.is_custom_emoji,emotes.1.name,emotes.1.search_terms,emotes.1.search_terms.0,emotes.1.search_terms.1,emotes.1.search_terms.2,emotes.1.search_terms.3,emotes.1.search_terms.4,emotes.1.shortcuts,emotes.1.shortcuts.0,emotes.1.shortcuts.1,emotes.1.shortcuts.2,emotes.1.shortcuts.3,emotes.2.id,emotes.2.images.0.id,emotes.2.images.0.url,emotes.2.images.1.url,emotes.2.is_custom_emoji,emotes.2.name,emotes.2.search_terms.0,emotes.2.search_terms.1,emotes.2.search_terms.2,emotes.2.search_terms.3,emotes.2.shortcuts.0,emotes.2.shortcuts.1,emotes.3.id,emotes.3.images.0.id,emotes.3.images.0.url,emotes.3.images.1.url,emotes.3.is_custom_emoji,emotes.3.name,emotes.3.search_terms.0,emotes.3.search_terms.1,emotes.3.search_terms.2,emotes.3.shortcuts.0,emotes.3.shortcuts.1,emotes.4.id,emotes.4.images.0.id,emotes.4.images.0.url,emotes.4.images.1.url,emotes.4.is_custom_emoji,emotes.4.name,emotes.4.search_terms.0,emotes.4.search_terms.1,emotes.4.shortcuts.0,emotes.4.shortcuts.1,emotes.5.id,emotes.5.images.0.id,emotes.5.images.0.url,emotes.5.images.1.url,emotes.5.is_custom_emoji,emotes.5.name,emotes.5.search_terms.0,emotes.5.shortcuts.0,message,message_id,message_type,time_in_seconds,time_text,timestamp
add_chat_item,,,,,,,,,,,,UCivZHr9ygzsonVGS3K9l6jQ,source,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye=s64-c-k-c0x00ffffff-no-rj,64,tsar bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"no i'm excited, why would I exit",ChwKGkNPbmx1TG5DcG9NREZlTXcxZ0FkbFEwSmJR,text_message,76.661,1:16,1703367507085068
add_chat_item,,,,,,,,,,,,UC-PUEdJ5ruohmRfB0F5URsg,source,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC,32,32x32,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC=s64-c-k-c0x00ffffff-no-rj,64,Squidmuncher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,i am looking forward to the dlc,ChwKGkNOdjBycnpDcG9NREZXSGlsQWtkSVBFRDB3,text_message,82.968,1:22,1703367513204312
add_chat_item,,,,,,,,,,,,UCZm-AB3OMgDAELvzbd7YwjA,source,https://yt4.ggpht.com/RSfJwrddwoikyIbp8KOZDcstkpPq2gp08MLIho__B3-vQfrTeMQX0V7xuEMnaty_ps92fe4oWgg,32,32x32,https://yt4.ggpht.com/RSfJwrddwoikyIbp8KOZDcstkpPq2gp08MLIho__B3-vQfrTeMQX0V7xuEMnaty_ps92fe4oWgg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/RSfJwrddwoikyIbp8KOZDcstkpPq2gp08MLIho__B3-vQfrTeMQX0V7xuEMnaty_ps92fe4oWgg=s64-c-k-c0x00ffffff-no-rj,64,der_echte_pascal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hi ,ChwKGkNMdkt4TURDcG9NREZlb3UxZ0Fkb1ZjTVFn,text_message,91.582,1:31,1703367521955998
add_chat_item,,,,,,,,,,,,UCivZHr9ygzsonVGS3K9l6jQ,source,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye=s64-c-k-c0x00ffffff-no-rj,64,tsar bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,there he is,ChwKGkNLV1cxY0xDcG9NREZSSUwxZ0FkYmY4SHh3,text_message,96.094,1:36,1703367526418399
add_chat_item,,,,,,,,,,,,UCwGTianNrqdqcgzA4LrQVRw,source,https://yt4.ggpht.com/ytc/AIf8zZSH4NV2x5Yr9pdj8N11-GRMkMvbkztQYmHCyg,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZSH4NV2x5Yr9pdj8N11-GRMkMvbkztQYmHCyg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZSH4NV2x5Yr9pdj8N11-GRMkMvbkztQYmHCyg=s64-c-k-c0x00ffffff-no-rj,64,Jan Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hello,ChwKGkNOLXNyOFRDcG9NREZja0sxZ0FkN3RBRHZR,text_message,99.709,1:39,1703367529996592
add_chat_item,,,,,,,,,,,,UC-PUEdJ5ruohmRfB0F5URsg,source,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC,32,32x32,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC=s64-c-k-c0x00ffffff-no-rj,64,Squidmuncher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mr strimmer,ChwKGkNLMjJ6OFRDcG9NREZjcmxsQWtkbm1ZS0ZR,text_message,100.243,1:40,1703367530516459
add_chat_item,,,,,,,,,,,,UCWZxN54qS3resUHP3vyiTjA,source,https://yt4.ggpht.com/ytc/AIf8zZSUdm-TDaypP5FfUxNQ97O9KM2Wwvbb3YCxKrAUkg,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZSUdm-TDaypP5FfUxNQ97O9KM2Wwvbb3YCxKrAUkg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZSUdm-TDaypP5FfUxNQ97O9KM2Wwvbb3YCxKrAUkg=s64-c-k-c0x00ffffff-no-rj,64,Sean Bryan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,again,ChwKGkNON1g0TWpDcG9NREZXSGlsQWtkSVBFRDB3,text_message,108.887,1:48,1703367539204988
add_chat_item,,,,,,,,,,,,UC1NDApK_SV1-wzWOQpVNgfA,source,https://yt4.ggpht.com/1i9Dk7qYDUl1sStksWCRELPJQZ0EJRTem7HjVxH-SrxSWn05uVo_FRJwDzBlrw8ZjYJVhwy2LA,32,32x32,https://yt4.ggpht.com/1i9Dk7qYDUl1sStksWCRELPJQZ0EJRTem7HjVxH-SrxSWn05uVo_FRJwDzBlrw8ZjYJVhwy2LA=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/1i9Dk7qYDUl1sStksWCRELPJQZ0EJRTem7HjVxH-SrxSWn05uVo_FRJwDzBlrw8ZjYJVhwy2LA=s64-c-k-c0x00ffffff-no-rj,64,T-Raver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gravity kills,ChwKGkNMenVsc3JDcG9NREZmTGZsQWtkNmNnTGJn,text_message,111.851,1:51,1703367542198493
add_chat_item,,,,,,,,,,,,UCEl5r7AbtJTVkGBLkFJQurA,source,https://yt4.ggpht.com/ytc/AIf8zZRU_pu6QI7K7Fn4qm-uKxHzY6jN55kplVzNnFA7,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZRU_pu6QI7K7Fn4qm-uKxHzY6jN55kplVzNnFA7=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZRU_pu6QI7K7Fn4qm-uKxHzY6jN55kplVzNnFA7=s64-c-k-c0x00ffffff-no-rj,64,mastermike7000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Going again Pog,ChwKGkNLdVUxTXZDcG9NREZWa3YxZ0FkY3ZBSXJ3,text_message,114.935,1:54,1703367545286678
add_chat_item,,,,,,,,,,,,UC-PUEdJ5ruohmRfB0F5URsg,source,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC,32,32x32,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/91dgEEa7ATAp6V5D-TtKXjoEi4T9XCnaFqtyOwXa1h3rOMfvq1qfsMD4-CUrfth0O4fXRYGC=s64-c-k-c0x00ffffff-no-rj,64,Squidmuncher,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"i didnt catch last stream, what happened?",ChwKGkNPdXVtZHZDcG9NREZhUGlsQWtkdGZnTW5R,text_message,147.556,2:27,1703367577864041
add_chat_item,,,,,,,,,,,,UCivZHr9ygzsonVGS3K9l6jQ,source,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZTGqUr0UJE-d6E34qw7eRoCH1A3y7E57syV-2Ye=s64-c-k-c0x00ffffff-no-rj,64,tsar bamba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,this is the run i'm feeling it,ChwKGkNKWE1tdHZDcG9NREZaY3YxZ0FkT0k0SFh3,text_message,147.57,2:27,1703367577896085
add_chat_item,,,,,,,,,,,,UCdWmua8aPkirWMTOGMc28ZQ,source,https://yt4.ggpht.com/ytc/AIf8zZTcu1FSRBpBFjaBx6lZfL7SWiRkMNgZabbJbg,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZTcu1FSRBpBFjaBx6lZfL7SWiRkMNgZabbJbg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZTcu1FSRBpBFjaBx6lZfL7SWiRkMNgZabbJbg=s64-c-k-c0x00ffffff-no-rj,64,mohsen Ezati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Here we go again ,ChwKGkNJTExodWZDcG9NREZlWW4xZ0Fka1ZnSnhR,text_message,172.434,2:52,1703367602724332
add_chat_item,,,,,,,,,,,,UCwGTianNrqdqcgzA4LrQVRw,source,https://yt4.ggpht.com/ytc/AIf8zZSH4NV2x5Yr9pdj8N11-GRMkMvbkztQYmHCyg,32,32x32,https://yt4.ggpht.com/ytc/AIf8zZSH4NV2x5Yr9pdj8N11-GRMkMvbkztQYmHCyg=s32-c-k-c0x00ffffff-no-rj,32,64,64x64,https://yt4.ggpht.com/ytc/AIf8zZSH4NV2x5Yr9pdj8N11-GRMkMvbkztQYmHCyg=s64-c-k-c0x00ffffff-no-rj,64,Jan Rasmussen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reroll,ChwKGkNJajMxT3pDcG9NREZlb0kxZ0FkNHZFT193,text_message,184.159,3:04,1703367614503021
